@relation 'random1.csv'

@attribute name string
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric

@data
'sample1.wav',3.719647,2.357231,5.109605,4.472809,0.984144,4.915716,1.175291,4.347601,5.642341,6.210502,2.738430,3.798249,5.963206,4.613303
'sample1.wav',4.973956,1.702306,5.130785,1.483981,1.077631,6.520175,1.857982,6.973546,5.595127,1.454797,4.952776,6.027363,4.278305,6.352711
'sample1.wav',5.939555,0.420100,2.387300,2.000791,3.602780,6.173178,3.136501,2.813199,4.564787,4.964657,4.481860,3.238483,3.489944,2.423157
'sample1.wav',6.898687,3.912490,2.455710,4.039134,1.299535,1.779753,3.217479,3.755745,2.648455,4.192726,3.466240,2.412868,3.356566,2.226377
'sample1.wav',7.240628,0.803269,5.020856,4.552414,1.386128,4.526145,0.483789,5.105416,2.590084,6.041103,7.037431,6.781728,6.828646,6.054111
'sample1.wav',5.180249,1.923142,3.283453,5.456497,2.444840,5.301409,1.037919,7.175660,4.841850,3.257404,3.182675,2.391786,5.718849,3.455730
'sample1.wav',3.137293,2.122886,1.080301,4.017067,1.139422,2.412881,1.022299,6.298301,4.868974,3.826259,3.367467,2.397216,2.579566,4.171521
'sample1.wav',3.190641,4.571138,4.710881,5.316126,1.809374,1.901942,4.437425,7.029948,2.655064,5.224749,6.873329,4.708716,5.063398,5.404384
'sample1.wav',3.731712,0.249729,2.954151,4.383645,3.224723,4.329223,3.052744,4.716715,2.568290,3.235110,5.833066,6.978234,4.214559,4.104897
'sample1.wav',6.647757,4.363935,2.220598,4.928851,3.784824,1.853870,1.164206,3.155997,2.924373,2.061346,4.675986,2.335828,5.308871,3.405135
'sample1.wav',3.715582,1.583885,2.488329,3.687100,2.498160,4.154428,3.532192,2.829033,3.694773,4.105314,4.393262,4.361758,5.463306,1.949565
'sample1.wav',6.515595,1.395246,2.655488,1.026096,3.122997,2.706202,0.652395,5.252199,4.404301,4.243874,3.660340,6.059736,2.795483,1.868862
'sample1.wav',3.661796,2.585430,4.794751,1.996915,1.633318,4.034483,0.175613,5.185200,5.031456,5.362326,5.684099,6.271626,4.450533,2.175709
'sample1.wav',7.090489,3.788712,1.014243,3.197482,1.548548,4.924777,2.963560,6.618839,3.232948,6.224961,6.658303,3.008373,4.586779,2.069975
'sample1.wav',4.194090,1.156612,4.454135,3.795315,0.745000,1.899394,1.937405,6.763797,1.802102,2.971111,4.340769,4.158140,4.608165,4.347031
'sample1.wav',3.427147,1.224912,5.184211,2.929506,4.257765,5.946096,2.314943,6.333184,5.765459,1.261155,5.990003,6.601554,4.006121,3.061098
'sample1.wav',3.699590,5.025204,2.249863,4.238152,1.476824,1.852071,1.525417,6.536913,2.160580,1.573289,4.958025,4.068163,4.707122,3.653314
'sample1.wav',5.524394,3.109710,4.105035,3.932230,4.580215,4.857304,2.684085,4.344798,3.227371,3.587844,2.645420,5.037798,5.305460,6.142863
'sample1.wav',4.810615,1.665549,1.980222,4.835514,0.602099,4.186702,1.469851,5.620530,1.073729,6.194211,4.144829,3.729758,4.485083,6.463386
'sample1.wav',4.202469,4.982046,3.930558,1.877033,3.105356,4.540109,0.184173,6.709675,1.565206,1.455771,3.797596,3.476184,4.751957,6.556678
'sample1.wav',6.598314,4.623381,1.196407,3.519432,1.455573,6.049803,4.780100,3.493464,1.301673,3.090917,3.413190,3.895219,2.398441,1.898597
'sample1.wav',5.370492,1.093659,5.654568,2.917234,2.576713,2.576297,2.627516,5.660564,4.821165,2.108200,4.447631,5.254136,4.277971,6.489188
'sample1.wav',5.192789,0.152528,3.870638,5.889850,2.730428,2.661816,1.260365,7.417875,1.797394,5.591347,4.996676,4.318791,2.767460,3.222294
'sample1.wav',7.030139,3.702350,2.739365,5.684277,0.296805,2.314332,4.580315,4.861151,2.527058,4.448975,6.389540,5.410143,5.532599,2.311253
'sample1.wav',3.873366,4.482165,0.973638,5.467544,2.221465,5.765564,0.756725,3.987889,2.374456,5.693406,2.261108,4.502320,6.838122,5.924669
'sample1.wav',6.230172,0.735071,5.108617,3.221507,1.129701,5.331245,2.815015,7.352427,1.413702,5.082346,5.788324,4.026500,6.521964,5.027805
'sample1.wav',6.212817,0.338646,3.838505,4.761492,4.627748,6.121968,1.006683,3.573744,5.608488,3.684443,3.274869,3.972106,3.959073,4.697170
'sample1.wav',4.346400,3.134504,5.059991,5.550875,3.493318,2.452954,4.982992,7.644139,1.929653,1.600412,6.022252,6.882018,5.659794,1.844871
'sample1.wav',5.283279,3.165099,3.343870,2.870448,0.615679,3.765990,4.880681,6.291428,3.052849,3.847390,5.508795,2.911208,4.122180,3.333791
'sample1.wav',2.823443,2.725693,0.860343,1.585312,1.834167,4.799068,2.613368,5.329259,1.149379,3.288877,2.930670,4.488771,6.169485,6.238735
'sample1.wav',2.713922,0.181068,5.416155,3.629464,1.566331,4.638436,0.991346,4.084221,4.276046,4.166572,3.367875,6.929661,4.154397,4.038034
'sample1.wav',5.098159,3.588198,2.874313,2.709485,1.547293,3.133227,3.709493,3.309153,1.450395,6.089882,6.994586,6.736418,5.508319,2.987383
'sample1.wav',6.340007,4.873633,4.482617,5.250873,2.843280,5.564650,3.938905,3.344809,3.067022,6.070816,5.977095,2.165489,5.211791,5.498780
'sample1.wav',7.114224,4.511214,1.576315,1.935017,4.016548,3.563391,2.554409,6.414580,5.070815,6.250037,6.357040,2.198142,2.263870,2.661966
'sample1.wav',3.093702,0.709914,4.896955,2.047584,2.385796,6.578386,4.337593,4.389601,1.380981,3.825687,3.965944,4.284219,4.995227,4.669214
'sample1.wav',5.288289,1.916378,5.368801,3.656014,3.991906,2.680170,4.340452,4.537598,4.819176,4.868070,5.501530,2.361709,3.108164,5.117801
'sample1.wav',4.791124,1.353216,4.710501,1.425285,2.129898,5.553281,3.006679,4.727997,2.908255,1.987222,4.276078,6.381149,4.591445,2.045747
'sample1.wav',2.503681,2.945198,4.606404,2.207707,3.733702,5.879629,4.070474,6.850018,4.124889,2.192264,5.387423,6.211397,2.840798,2.670171
'sample1.wav',4.129784,3.207167,2.846776,4.176622,1.823669,3.960955,2.533789,5.775716,3.950631,2.446572,5.513263,4.499414,6.847467,2.578103
'sample1.wav',3.255083,1.647577,4.330294,1.559238,4.785163,5.050157,4.043372,3.536211,0.969390,5.856174,6.855144,5.360781,5.388061,5.407766
'sample1.wav',6.415594,4.134240,3.648093,4.040582,3.786786,5.640304,4.635028,3.132275,3.823906,1.666351,4.649939,3.377241,3.379604,6.150883
'sample1.wav',4.000246,4.121740,3.744470,5.452647,0.133940,2.832404,4.937155,3.905752,3.004147,4.737622,4.333939,5.478786,5.279849,4.234260
'sample1.wav',5.086837,4.048993,2.545362,3.457287,3.811889,5.415678,0.811560,3.131413,1.073788,2.201466,2.599812,3.429599,4.797614,4.280954
'sample1.wav',3.272415,1.899024,4.341955,2.571398,4.595059,6.254841,3.287124,3.567217,4.193380,5.343401,4.357019,6.395900,6.015363,4.424932
'sample1.wav',5.454081,0.415018,1.625107,4.814561,1.774822,6.627722,3.902991,3.598089,4.790439,2.879955,6.202799,4.282615,3.179636,3.616006
'sample1.wav',3.759027,3.687054,0.828358,5.776491,0.392479,6.069345,1.109446,4.162411,1.779567,5.260058,4.182338,6.594255,3.095852,2.825057
'sample1.wav',5.714567,5.108174,3.630793,4.233278,4.311496,4.171539,2.373835,5.823486,5.497520,5.337742,5.117753,6.681177,3.275022,3.442624
'sample1.wav',5.890244,0.955914,3.553209,3.430457,0.507820,1.683931,1.615041,6.500466,2.529396,2.843272,2.551095,6.572932,2.998914,5.764474
'sample1.wav',6.184929,0.711363,3.574927,3.194768,2.783892,1.729962,2.335159,5.245661,2.307987,2.274460,2.704290,4.689899,6.785805,2.147390
'sample1.wav',4.696879,4.707909,4.293472,1.935769,4.613679,2.134214,3.554784,6.105485,4.407209,2.065445,7.075080,5.225983,6.647282,4.844834
'sample1.wav',2.863278,2.551816,5.458259,3.219530,2.646111,5.589331,1.420028,4.223178,5.591264,5.814860,5.387103,2.644453,6.388294,5.615643
'sample1.wav',3.589056,4.402561,5.541840,3.444458,0.295880,4.422493,4.515761,4.142930,5.047843,4.794436,5.298593,2.169944,2.096772,5.693173
'sample1.wav',7.010858,4.193100,5.337105,5.309516,2.240598,5.252125,2.836068,4.599951,3.172105,1.861441,6.450972,4.565704,3.427845,3.029479
'sample1.wav',3.206061,1.077329,3.841320,4.586138,3.491999,2.796922,4.716989,4.217254,2.924976,4.459963,3.498570,4.124449,3.641624,5.315582
'sample1.wav',6.573256,1.379531,5.451837,4.105522,1.342941,1.717989,2.484625,4.743850,5.840885,2.002799,5.447612,7.083630,2.998133,3.479217
'sample1.wav',5.135883,0.414476,1.405520,1.452727,4.515591,2.255649,2.020727,4.935346,2.291376,1.665555,2.491110,7.098464,6.848079,6.476341
'sample1.wav',7.424845,3.188339,2.524796,1.562666,2.334615,4.819421,3.622496,3.838129,2.396821,4.981986,2.392046,3.582864,3.458728,4.377688
'sample1.wav',2.835049,4.029694,1.004441,3.881805,1.196148,1.730584,3.939634,7.273249,3.066434,2.222602,6.452515,4.642130,5.444804,3.070335
'sample2.wav',4.657562,2.698852,3.512638,3.312146,1.015767,6.355859,4.697314,6.786140,3.096201,1.261587,6.558049,6.323088,4.188882,2.351040
'sample2.wav',2.977435,0.282282,4.506933,3.731106,4.284522,6.652359,0.466556,7.439934,3.293465,1.366208,7.024623,4.983836,6.632245,5.724481
'sample2.wav',7.253661,5.095458,1.726901,1.193920,3.744096,3.545623,4.072337,6.829198,1.844860,3.269039,6.608725,4.668570,3.822986,6.326665
'sample2.wav',2.467342,2.648231,2.952022,3.900290,3.347130,6.130559,0.994402,3.860540,3.383986,4.213598,2.756726,2.230323,6.377290,4.447463
'sample2.wav',6.318723,1.803519,1.311628,4.148748,0.571495,4.604780,4.319298,5.695428,5.283222,1.493717,2.893022,2.163997,3.148735,4.058972
'sample2.wav',6.530687,1.012947,2.336896,3.413496,4.216917,5.829808,0.802352,5.384791,1.843314,1.273887,6.184995,5.467572,2.408724,5.333199
'sample2.wav',6.787645,3.271713,4.721402,1.806494,2.310630,4.066259,2.615291,6.578923,0.929224,4.139941,4.718117,6.369176,2.994852,6.631163
'sample2.wav',2.866350,3.019206,3.505591,4.775753,3.289203,1.951735,4.351902,7.067067,1.978598,3.010779,6.078758,6.384469,4.241347,4.935559
'sample2.wav',4.443084,3.898458,4.666146,4.971339,4.558166,3.956211,3.047899,4.520871,3.611294,2.069559,5.159687,5.883406,5.979413,2.044590
'sample2.wav',3.743523,0.911125,4.015507,2.460705,0.589581,3.248082,1.533204,6.765713,3.542422,4.374257,5.953438,3.255094,5.131330,5.737498
'sample2.wav',6.444513,1.927467,5.286530,3.541900,3.055200,6.205332,1.966766,6.232880,4.667193,4.013250,6.824088,4.717391,4.720119,4.827775
'sample2.wav',4.601240,0.863285,1.124241,2.193821,0.117965,6.143835,2.826760,6.164809,4.119926,5.505162,5.437828,4.679749,5.325933,4.185159
'sample2.wav',6.997409,4.396570,1.699646,1.967282,0.492105,4.910370,4.846087,3.865556,4.309485,3.265023,5.798921,5.221157,3.559954,3.025120
'sample2.wav',3.353406,1.832880,2.902448,5.047344,4.564411,2.884795,1.571614,3.359941,4.456794,1.528158,3.373593,4.622441,4.197347,4.230428
'sample2.wav',3.763186,1.519514,4.519748,1.337225,2.774148,2.824652,3.354090,4.157723,3.296663,6.248768,2.600253,3.671005,5.254415,5.604517
'sample2.wav',3.171866,0.173586,5.285563,1.983171,3.257084,4.396705,0.343764,3.315450,2.316983,1.474338,5.993332,2.253283,3.546981,3.569499
'sample2.wav',3.124514,4.153091,0.950055,5.877768,1.215437,3.618647,3.941041,4.606674,1.488118,1.887923,5.652658,2.329996,3.772016,6.366785
'sample2.wav',6.790632,2.630573,1.508604,3.879311,3.138921,5.428504,1.092066,7.504838,3.575398,3.548673,5.627468,4.584562,5.398652,5.108567
'sample2.wav',5.342694,2.832746,2.941226,3.919927,0.430964,3.617394,2.703197,3.814860,3.632694,5.269668,3.254661,2.367294,3.875630,4.471796
'sample2.wav',5.193472,4.498094,4.643623,5.753967,3.264808,2.981632,3.115233,4.094193,5.010506,3.276789,6.709844,6.442294,4.065679,4.753690
'sample2.wav',3.168945,3.757749,3.442975,1.504055,0.917552,3.388986,1.350374,6.310415,4.356358,5.031945,4.457468,3.770617,3.036714,4.812037
'sample2.wav',6.709327,3.483961,4.593195,5.397528,3.130677,6.325843,2.584132,3.407861,4.437520,2.957063,4.940289,4.215682,5.689809,5.044266
'sample2.wav',5.554447,1.037670,1.669781,5.461112,4.887674,3.523796,4.758151,6.908929,1.814598,2.977768,5.301730,2.113128,5.801936,2.487073
'sample2.wav',4.198933,2.896008,4.184424,2.074043,3.382020,4.067162,1.967718,6.507368,2.504572,4.318736,5.554798,4.147604,4.106252,3.248934
'sample2.wav',5.010419,4.942907,3.914052,1.838621,1.695110,2.845603,0.472750,6.735010,1.705998,5.961088,2.477436,5.568298,2.284617,6.094520
'sample2.wav',4.453211,3.123640,0.855019,4.234486,2.325488,4.310775,3.187621,7.179803,4.606444,2.143842,7.017518,4.236736,5.249782,2.782848
'sample2.wav',2.824005,4.186385,4.521916,1.905577,0.160800,2.705138,1.025565,7.112283,3.730665,1.845847,2.426339,3.210391,4.083643,3.424579
'sample2.wav',3.643752,5.066193,5.779466,1.586609,2.651576,3.130565,3.311368,2.759936,4.620039,3.551654,3.525524,6.476810,6.568823,5.722269
'sample2.wav',3.060766,4.573154,1.461695,2.830529,4.982013,4.314460,1.939141,5.460994,2.335915,6.139971,4.420089,6.362541,5.659594,4.495004
'sample2.wav',3.363710,1.212716,2.623702,3.015734,3.652871,4.192451,3.610411,6.574899,1.367225,5.225563,6.207051,3.705154,3.726661,3.634562
'sample2.wav',3.643934,0.316682,1.776155,1.452908,2.020777,4.150132,0.430211,3.078235,3.806863,2.043267,2.996720,4.008352,3.809667,6.365509
'sample2.wav',4.530506,2.399150,4.392777,4.422699,2.989702,6.212017,1.789441,3.892474,1.323063,5.208187,2.248022,3.279922,2.694339,2.159923
'sample2.wav',2.692443,0.212504,1.710124,3.738330,2.901952,5.306247,3.219133,4.958973,4.771969,4.843999,6.831582,6.776881,5.248135,5.700774
'sample2.wav',6.957752,2.512085,5.755032,5.933653,2.574424,6.153091,5.069169,5.007819,4.454776,2.786024,4.059056,2.925268,2.821645,3.076584
'sample2.wav',7.168107,4.899517,0.905784,2.067607,0.763785,5.679154,2.428359,7.127625,1.001890,1.975929,2.778292,5.236833,6.340360,6.142630
'sample2.wav',4.898492,1.388293,1.019771,5.598812,1.490797,3.894201,1.421691,4.029006,1.945785,6.222521,6.244249,2.799316,1.988167,3.522933
'sample2.wav',4.890434,2.075645,4.842441,4.329667,2.541773,2.829558,0.341164,3.306126,4.284020,5.123442,6.407620,2.881177,2.215314,6.434701
'sample2.wav',4.132768,2.300698,5.119750,4.721250,0.745402,1.990148,2.978902,3.863855,3.162735,3.824232,5.960270,6.410138,5.776122,3.693793
'sample2.wav',6.944440,4.297964,3.652051,2.896146,2.067970,3.075524,0.383599,3.966736,3.363167,3.149002,6.564511,3.086208,2.158757,6.442879
'sample2.wav',4.290405,4.266765,4.591352,3.377701,3.001569,3.813219,4.843987,3.079538,2.660475,2.589594,5.605667,6.902630,6.308982,3.691356
'sample2.wav',3.000185,2.408524,3.418362,1.535168,4.082953,3.930151,2.424652,6.032388,3.956575,4.242167,5.374075,3.919880,5.771373,2.889076
'sample2.wav',6.345431,2.046332,3.750311,5.422780,2.389048,6.551289,4.503349,5.306086,3.181431,1.797475,4.301584,2.121428,2.415590,4.850159
'sample2.wav',4.392865,4.772874,1.774454,3.229375,3.406661,6.289058,4.790250,6.101307,2.371479,4.675252,4.600221,6.377110,4.155157,2.967022
'sample2.wav',3.652627,3.847750,3.337996,4.345001,3.821951,4.642398,3.562661,5.139235,5.085782,2.289247,4.482243,6.337793,4.830620,3.405815
'sample2.wav',4.463732,3.831697,1.075362,4.644938,0.946552,4.572929,1.941268,4.093991,2.635707,5.699996,5.033809,4.802266,4.961825,3.044862
'sample2.wav',2.926444,4.878111,1.101267,2.432075,3.134249,2.219890,4.163275,5.302454,5.747945,4.351012,5.724650,4.477591,2.960396,2.569867
'sample2.wav',3.104038,2.694030,2.496776,3.972293,3.885688,3.650528,3.036343,7.305939,2.909456,1.436314,4.735972,2.523609,2.695081,3.719151
'sample2.wav',7.154424,4.102927,3.975312,2.856510,2.141484,6.368926,3.556371,6.446690,3.519090,5.505174,3.628190,3.996939,4.456935,4.979232
'sample2.wav',7.224844,2.404399,5.280678,4.982047,2.230997,2.726153,3.067188,5.166102,3.448868,1.957601,4.130354,4.716347,4.346248,5.703318
'sample2.wav',5.320214,4.389525,4.187772,1.371531,2.479954,2.506792,4.700361,7.143602,3.760065,2.411674,3.812454,6.952956,2.542100,4.244664
'sample2.wav',2.743069,2.095686,4.247124,5.967547,1.120218,3.388953,4.646885,7.265053,5.364128,3.136039,3.455482,4.292026,3.426935,2.101627
'sample2.wav',3.618071,3.835414,4.299513,4.884006,4.200615,4.755476,2.436727,4.957094,2.771584,2.273524,4.311891,6.158459,2.607932,6.251178
'sample2.wav',4.209964,5.025724,4.819946,1.040711,2.543772,3.833206,1.065893,4.313393,5.737125,4.594870,2.634457,6.579153,2.189856,3.706598
'sample2.wav',6.550141,2.760027,4.123814,5.448601,0.549711,3.733670,1.794280,4.365798,2.663514,1.884408,2.841029,6.248884,3.848992,3.988549
'sample2.wav',2.521188,2.293108,3.420472,5.324484,1.857852,3.080511,0.273999,3.964702,1.816799,5.444830,6.420205,4.548925,5.625357,2.873663
'sample2.wav',2.659290,1.179322,2.479471,4.491828,4.140063,6.179977,0.190905,3.856657,3.722382,4.772053,4.941392,5.935830,5.206762,5.389671
